From,To,Subject,Content,Timestamp
adminoffice@acropolis.in,undisclosed-recipients:;,"=?UTF-8?Q?Supplementary_Office_Order_COMMITTEES_=26_MEMBERS_FOR_?=
	=?UTF-8?Q?ARDOR_=E2=80=93_2025?=",Kindly circulate the attached order to all concerned. 12th Mar 2025 *Supplementary Office Order* *COMMITTEES & MEMBERS FOR ARDOR – 2025* In continuation of the notice issued on 4th March 2025 regarding Committees & Members for Ardor 2025 following updates may be noted: *EVENT* *NEW INCHARGE* *Valorant* Prof. Brijesh Chaturvedi along with a team from IT Department *Fun Fare* Prof. Megha Motta along with a team from ECE Department Kindly circulate the attached order to all concerned. 12th Mar 2025 Supplementary Office Order COMMITTEES & MEMBERS FOR ARDOR – 2025 In continuation of the notice issued on 4th March 2025 regarding Committees & Members for Ardor 2025 following updates may be noted:EVENTNEW INCHARGEValorantProf. Brijesh Chaturvedialong with a team from IT DepartmentFun FareProf. Megha Mottaalong with a team from ECE Department,2025-03-12 14:16:58
adminoffice@acropolis.in,undisclosed-recipients:;,"IMA Presents Open Forum Program with ""Pujya Swami Govind Dev Giri Ji
 Maharaj""_Treasurer of the Shri Ram Janmabhoomi Teerth Shetra Trust Ayodhya on
 Thrusday, 9 May 2024","Dear Students, Please do register for the program as mentioned in the banner below: https://forms.gle/BYLLMzwdtQ4NMPqG6 [image: IMA.png] Dear Students,Please do register for the program as mentioned in the banner below:https://forms.gle/BYLLMzwdtQ4NMPqG6",2024-05-07 13:21:31
adminoffice@acropolis.in,btech2022.aitr@acropolis.in,Notice-B Tech-2-Sem-Commencement of Classes-Jan-Jun 2023,"AITR/Dir/Acad/Even Sem/2023/ Date: 27th Feb 2023 *Notice* *Commencement of Regular Classes of B. Tech. 2nd Semester (Jan-June 2023)* All the students of B. Tech. moving to 2nd semester are hereby informed that the schedule of commencement of their regular classes is as under: *Course* *Date of Commencement* *Last Date of Fee submission (without late fee)* B. Tech. 2nd semester 27th March 2023 (Monday) 3rd April 2023 (Monday) *Late fee will be payable after last date as per norms of AFRC, Bhopal.* Late fee Rs. 25/- per day - w.e.f. – 04-04-2023 (Maximum up to Rs. 500/- till 03-05-2023) Late fee Rs. 1000/- - w.e.f. – 04-05-2023 Late fee Rs. 2000/- - w.e.f. – 04-07-2023 Students are advised to pay their fee through ERP login only using link given below: *https://erp.acropolis.in* To obtain fee demand letter for the purpose of education loan a request can be sent on *feeaitr@acropolis.in* *Important Note:* *1. **College fee payment in cash is not permitted.* *2. **College fee through cheque should be submitted four (04) days prior to the last date.* *3. **Any kind of direct (fee) transfer to college bank account is not allowed, otherwise students will be responsible for any kind of delay / technical issues in settling the fee.* *4. **The amount, fee deposited will adjusted against the previous semester dues (if any) first.* *5. **Cheque / DD must be in favor of “Acropolis Institute of Technology & Research, Indore”.* *6. **IT IS MANDATORY FOR ALL THE STUDENTS TO SUBMIT THE DULY FILLED REGISTRATION FORM WITHIN THE GIVEN TIME LINE AND ABIDE BY ALL ITS INSTRUCTIONS.* AITR/Dir/Acad/Even Sem/2023/ Date: 27th Feb 2023 Notice Commencement of Regular Classes of B. Tech. 2nd Semester (Jan-June 2023) All the students of B. Tech. moving to 2nd semester are hereby informed that the schedule of commencement of their regular classes is as under: CourseDate of CommencementLast Date of Fee submission (without late fee) B. Tech. 2nd semester27th March 2023(Monday)3rd April 2023(Monday) Late fee will be payable after last date as per norms of AFRC, Bhopal. Late fee Rs. 25/- per day - w.e.f. – 04-04-2023(Maximum up to Rs. 500/- till 03-05-2023) Late fee Rs. 1000/- - w.e.f. – 04-05-2023 Late fee Rs. 2000/- - w.e.f. – 04-07-2023 Students are advised to pay their fee through ERP login only using link given below:https://erp.acropolis.in To obtain fee demand letter for the purpose of education loan a request can be sent on feeaitr@acropolis.in Important Note:1. College fee payment in cash is not permitted.2. College fee through cheque should be submitted four (04) days prior to the last date.3. Any kind of direct (fee) transfer to college bank account is not allowed, otherwise students will be responsible for any kind of delay / technical issues in settling the fee.4. The amount, fee deposited will adjusted against the previous semester dues (if any) first.5. Cheque / DD must be in favor of “Acropolis Institute of Technology & Research, Indore”.6. IT IS MANDATORY FOR ALL THE STUDENTS TO SUBMIT THE DULY FILLED REGISTRATION FORM WITHIN THE GIVEN TIME LINE AND ABIDE BY ALL ITS INSTRUCTIONS.",2023-02-28 15:00:00
adminoffice@acropolis.in,undisclosed-recipients:;,Important Instructions for students RGPV Exam Dec 2024 - Jan 2025,[image: image.png],2024-12-27 11:08:26
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Participate in Indore Climate Mission,"*NOTICE* All students are hereby informed that Acropolis Institute of Technology and Research invites you to participate in Indore Climate Mission, an initiative by Indore Municipal Corporation and Energy Swaraj Foundation. The aim of the mission is to reduce carbon emissions and promote climate action, aiming for a 20% Reduction Electricity Consumption across Indore through climate-conscious behavior. Contribute to the success of the mission by pledging and reducing your electricity consumption by 20% in January and February 2025. Register now: https://docs.google.com/forms/d/e/1FAIpQLSe9cugX1CokFNoNr5gclMnLf0Stu6szNWWVBr2vTs9ABOus9g/viewform?usp=pp_url&entry.479301265=Acropolis+Institute+of+Technology+&+Research Also share this link with others in your network and inspire them to join the movement. Together, we can create a sustainable future. NOTICE All students are hereby informed that Acropolis Institute of Technology and Research invites you to participate in Indore Climate Mission, an initiative by Indore Municipal Corporation and Energy Swaraj Foundation. The aim of the mission is to reduce carbon emissions and promote climate action, aiming for a 20% Reduction Electricity Consumption across Indore through climate-conscious behavior. Contribute to the success of the mission by pledging and reducing your electricity consumption by 20% in January and February 2025. Register now: https://docs.google.com/forms/d/e/1FAIpQLSe9cugX1CokFNoNr5gclMnLf0Stu6szNWWVBr2vTs9ABOus9g/viewform?usp=pp_url&entry.479301265=Acropolis+Institute+of+Technology+&+Research Also share this link with others in your network and inspire them to join the movement. Together, we can create a sustainable future.",2025-01-23 16:58:05
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Scholarship SC & ST 2023-24,PFA *Important Link:* *https://www.tribal.mp.gov.in/MPTAAS * *https://myaadhaar.uidai.gov.in/ * *https://aitr.ac.in/scholarship/* [image: image.png] PFAImportant Link:https://www.tribal.mp.gov.in/MPTAAShttps://myaadhaar.uidai.gov.in/https://aitr.ac.in/scholarship/,2023-12-20 16:38:15
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - Revised Examination Schedule,"19th Jan 2024 *NOTICE* All the students having their RGPV examination scheduled on 22nd January 2024 (Monday) are hereby notified for information, that this examination vide letter no./RGPV/Exam./2024/90 Bhopal dated 16.01.2024, has been rescheduled by the university as under [image: image.png] 19th Jan 2024NOTICE All the students having their RGPV examination scheduled on 22nd January 2024 (Monday) are hereby notified for information, that this examination vide letter no./RGPV/Exam./2024/90 Bhopal dated 16.01.2024, has been rescheduled by the university as under",2024-01-19 12:21:34
adminoffice@acropolis.in,undisclosed-recipients:;,"Circular - [NIRF/NAAC/NBA] (Correct and complete usage of the
 Institute's name)","3rd Sept 2024 *Circular* *[NIRF/NAAC/NBA]* *(Correct and complete usage of the Institute's name)* All faculty members, staff, and students of Acropolis Institute of Technology and Research are hereby informed that in all the accreditation, ranking and other such processes the perception, information and identity of the institute on social media are fetched through third party agencies. *It is therefore mandatory for all of us to mention correct uniform affiliation.* In this context please note that the official name of our institute, as approved by the AICTE, New Delhi is ""Acropolis Institute of Technology and Research"". It should be written in full, *without using the ampersand ('&') in place of 'and,' in either UPPERCASE or Title Case*, wherever it is required to indicate affiliation, such as in research papers, patent publications, MOUs, book publication, copyright or other official documents. *UPPERCASE:* ACROPOLIS INSTITUTE OF TECHNOLOGY AND RESEARCH *Title Case:* Acropolis Institute of Technology and Research *Please note that in Title Case, the preposition 'of'* and the *conjunction 'and' should be written in lowercase. * All are required to take a serious note of it and comply accordingly. 3rd Sept 2024 Circular [NIRF/NAAC/NBA](Correct and complete usage of the Institute's name) All faculty members, staff, and students of Acropolis Institute of Technology and Research are hereby informed that in all the accreditation, ranking and other such processes the perception, information and identity of the institute on social media are fetched through third party agencies. It is therefore mandatory for all of us to mention correct uniform affiliation. In this context please note that the official name of our institute, as approved by the AICTE, New Delhi is ""Acropolis Institute of Technology and Research"". It should be written in full, without using the ampersand ('&') in place of 'and,' in either UPPERCASE or Title Case, wherever it is required to indicate affiliation, such as in research papers, patent publications, MOUs, book publication, copyright or other official documents. UPPERCASE: ACROPOLIS INSTITUTE OF TECHNOLOGY AND RESEARCH Title Case: Acropolis Institute of Technology and Research Please note that in Title Case, the preposition 'of' and the conjunction 'and' should be written in lowercase. All are required to take a serious note of it and comply accordingly.",2024-09-03 13:00:28
adminoffice@acropolis.in,undisclosed-recipients:;,Annual Sports Meet 2023-24,PFA [image: Annual Sports Meete 2023-24.jpg] [image: 2_page-0001.jpg] [image: 3_page-0001.jpg] [image: 4_page-0001.jpg] [image: 5_page-0001.jpg][image: 6_page-0001.jpg] PFA,2024-02-09 15:52:26
adminoffice@acropolis.in,undisclosed-recipients:;,Fwd: Exam Form Notice - V & VI Semester,"*REMINDER* ---------- Forwarded message --------- From: ADMIN Office Date: Tue, Dec 3, 2024 at 4:45 PM Subject: Exam Form Notice - V & VI Semester To: [image: image.png] REMINDER---------- Forwarded message ---------From: ADMIN Office <adminoffice@acropolis.in>Date: Tue, Dec 3, 2024 at 4:45 PMSubject: Exam Form Notice - V & VI SemesterTo:",2024-12-06 12:39:24
adminoffice@acropolis.in,undisclosed-recipients:;,Exam Form Notice - V & VI Semester,[image: image.png],2024-12-03 16:45:01
adminoffice@acropolis.in,undisclosed-recipients:;,Re: Notice - MMVY Scholarship,"Dear all, Please find the updated important links: https://www.medhavikalyan.mp.gov.in/MMVY.aspx http://aitr.ac.in/scholarship https://www.rgpv.ac.in/Login/StudentLogin.aspx On Sat, Feb 10, 2024 at 4:16 PM ADMIN Office wrote: > PFA > > Important Link: > > https://www.medhavikalyan.mp.gov.in/MMVY.aspx > > > > > http://aitr.ac.in/scholarship > > > > https://www.rgpv.ac.in/Login/StudentLogin.aspx > > > Dear all,Please find the updated important links:https://www.medhavikalyan.mp.gov.in/MMVY.aspx http://aitr.ac.in/scholarship https://www.rgpv.ac.in/Login/StudentLogin.aspxOn Sat, Feb 10, 2024 at 4:16 PM ADMIN Office <adminoffice@acropolis.in> wrote:PFAImportant Link:https://www.medhavikalyan.mp.gov.in/MMVY.aspx http://aitr.ac.in/scholarship https://www.rgpv.ac.in/Login/StudentLogin.aspx",2024-02-10 16:58:45
adminoffice@acropolis.in,undisclosed-recipients:;,Notice - MMVY Scholarship,PFA Important Link: https://www.medhavikalyan.mp.gov.in/MMVY.aspx http://aitr.ac.in/scholarship https://www.rgpv.ac.in/Login/StudentLogin.aspx PFAImportant Link:https://www.medhavikalyan.mp.gov.in/MMVY.aspx http://aitr.ac.in/scholarship https://www.rgpv.ac.in/Login/StudentLogin.aspx,2024-02-10 16:16:58
adminoffice@acropolis.in,undisclosed-recipients:;,=?UTF-8?Q?Fwd=3A_COMMITTEES_=26_MEMBERS_FOR_ARDOR_=E2=80=93_2025?=,"---------- Forwarded message --------- From: ADMIN Office Date: Tue, Mar 4, 2025 at 3:32 PM Subject: COMMITTEES & MEMBERS FOR ARDOR – 2025 Kindly circulate the attached Committees & Members for ARDOR 2025 to all concerned. 4th Mar 2025 *COMMITTEES & MEMBERS FOR ARDOR – 2025* *S. No.* *COMMITTEE* *MEMBERS* *1* *Steering Committee* Dr. S. C. Sharma, Dr. U. B. S. Chandrawat. Er. Sharad Naik *2* *Core Committee* Dr. Pushpa Pathak, Dr. Sushma Patidar, Prof. Sumitra Joshi, Dr. Jayant Awasthi, Dr. Anupama Tiwari *3* *Treasurer* Prof. Mukti Awad, Prof. Falguni Gorana (All financial requirements should go through this committee). *4* *Anchoring* Prof Sumitra Joshi, Prof. Shraddha Sharma *5* *Reception & Hospitality* Dr. Prabhat Dubey, Prof. Rashmi Thakur, Ms Gayatri Yadav (pick and drop the judges of various competitions and events, memento, bouquet, honorarium) coordinate with Mr. Ankur Patni for refreshment and lunch of all the guest for various events. *6* *Stage Committee* Dr. Jayant Awasthi & Team *7* *Discipline Coordinators* Dr. Prashant Lakkadwala & Team *8* *Invitation* Dr. Harish Joshi, Dr. Prabhat Dubey *9* *Prize Distribution* Prof. Abhishek Sharma, Mr. Vijay Choudhary, Prof. Amit Kumar Kundu, Prof. Ankit Gupta *10* *Back Stage Committee* Prof Rinku Yadav, Dr. Shweta Rai (for all the events with the respective event coordinators and accordingly coordinate with stage committee. *11* *Back Stage Ambience Coordinators* Prof. Ravindra Choudhary, Prof. Pawan Gupta, Mr. Abhishek Sharma (IT Manager) (content to be displayed on the audio video (AV Display) For all the events to be conducted in KP Auditorium/ Dome. *12* *Final Day Dance &Makeup Supervision Coordinator* Prof. Lucky Saxena, Prof. Varsha Choudhary *13* *Final Day Drama* Prof. Umesh Carpenter, Prof. Ankita Agrawal, Prof. Ashwinee Gadwal *14* *Food Committee* Dr. Amit Kumar Marwa & Team Administration: Mr Ashok Thatte, Mr. Ankur Patni. (Food Coupon distribution & refreshment/lunch arrangement of the invited guests/judges) *15* *Sponsorship* YHC Team *16* *Posters , Banners and Certificates* Dr. Anupama Tiwari, Dr. Chhaya Chouhan, Prof. Anita Agrawal, Prof. Deepshikha Dubey, Prof. Punita Andrew. *17* *Publicity on Social media and web site* Dr. Namrata Tapasvi & Team *18* *News & Print Media Committee* Mr. Rajneesh Pingalkar, Mr. Sandeep Chouhadiya *19* *Unveiling of Ardor 2025* YHC Team *20* *Outdoor Announcement System* Mr. Abhishek Sharma (IT Manager) & Team Events & Event In-charges S. No. Name of the Event Event In-charge 1 Valorant e-sports & Fun Fare Dr. Kamal Sethi & Team 2 Graffiti Painting, Creative Canvas Prof. Rashmi Thakur, Prof. Poornima Shrivastava, Prof. Varsha Sahgal, Prof. Rubina Siddique 3 Fun Games Dr. Prashant Geete, Dr. Satish Talreja, 4 Intellect Ignite (Inter collegiate Debate) Prof. Divya Shrivastav, Prof. Sakshi Soni 5 Shabdon Ki Mehfil (Kavi Sammelan) Prof. Sumitra Joshi, Prof. Anita Verma 6 Rangmanch Roshni (Intercollegiate Nukkad) Prof. Ankita Agrawal, Prof. Ashwini Gadwal 7 Battle of Bands & Final Day singing and band performance Dr. Bhaswati Ghosh, Prof. Abhinav Mishra, Prof. Rakesh Pundad, Prof. Anagha Chougaonkar 8 Melody Masters (Singing Competition) Dr. Bhaswati Ghosh, Prof. Abhinav Mishra, Prof. Rakesh Pundad, Prof. Anagha Chougaonkar 9 The Style Saga (Fashion Show ) Dr. Asmita Rajawat, Prof. Ishika Khanchandani, Prof. Minakshi Halder 10 Geet Gata Chal (Antakshri) Dr. Shraddha Tiwari and team 11 Beats To Feat Prof. Lucky Saxena, Prof. Varsha Choudhary,Prof. Trupti Rathod, Prof. Yamini Nimonkar 12 Reel/Vlog/Best Clicks Competition Prof. Mohini Deshmukh, Prof. Jayati Nagar 13 Selfie Point Making Competition Dr. Shilpa Bhalerao & Team 14 Kitchen Maestro Dr. Pushpa Pathak, Dr. Sushma Patidar *Main Day Coordinators:* S. No. Themes Faculty Coordinators 1 Theme 1 Prof. Teena Joshi, Prof. Divya Agrawal 2 Theme 2 Prof. Garima Joshi, Prof. Chanchal Bansal 3 Theme 3 Prof. Mohini Deshmukh, Prof. Shalu Kushwah 4 Theme 4 Prof. Sakshi Thora, Prof. Jayati Nagar 5 Theme 5 Prof. Falguni Gorana, Dr. Chaya Chouhan 6 Theme 6 Prof. Neha Nama, Prof. Harshita Sharma *Fashion Show Coordinators:* S. No. Themes Faculty Coordinators 1 Theme 1 Prof. Arti Joshi, Prof. Rashi Choudhary 2 Theme 2 Prof. Rishi Acharya, Prof. Jaya Mishra 3 Theme 3 Prof. Shahida Khan, Prof. Sanjana Sharma 4 Theme 4 Prof. Shruti Lashkari, Prof. Ashwini Gadwal 5 Theme 5 Prof. Minakshi Haldar, Dr. Alpana Deshmukh 6 Theme 6 Prof. Aditi Sharma, Prof. Divya Baraskar 7 Theme 7 Prof. Ritu Shrivastav, Prof. Anuj Choubey 8 Theme 8 Prof. Ishika Khanchandani, Prof. Priyanshi Mayria Note: The coordinators of various committees can form their own team comprising of maximum three student volunteers. The team is responsible to circulate the information related to their activities to each and every department of the college for promotion & participation. ---------- Forwarded message ---------From: ADMIN Office <adminoffice@acropolis.in>Date: Tue, Mar 4, 2025 at 3:32 PMSubject: COMMITTEES & MEMBERS FOR ARDOR – 2025Kindly circulate the attached Committees & Members for ARDOR 2025 to all concerned. 4th Mar 2025COMMITTEES & MEMBERS FOR ARDOR – 2025 S. No.COMMITTEEMEMBERS 1Steering CommitteeDr. S. C. Sharma, Dr. U. B. S. Chandrawat. Er. Sharad Naik 2Core CommitteeDr. Pushpa Pathak, Dr. Sushma Patidar, Prof. Sumitra Joshi, Dr. Jayant Awasthi, Dr. Anupama Tiwari 3TreasurerProf. Mukti Awad, Prof. Falguni Gorana (All financial requirements should go through this committee). 4AnchoringProf Sumitra Joshi, Prof. Shraddha Sharma 5Reception & HospitalityDr. Prabhat Dubey, Prof. Rashmi Thakur, Ms Gayatri Yadav (pick and drop the judges of various competitions and events, memento, bouquet, honorarium) coordinate with Mr. Ankur Patni for refreshment and lunch of all the guest for various events. 6Stage CommitteeDr. Jayant Awasthi & Team 7Discipline CoordinatorsDr. Prashant Lakkadwala & Team 8InvitationDr. Harish Joshi, Dr. Prabhat Dubey 9Prize DistributionProf. Abhishek Sharma, Mr. Vijay Choudhary, Prof. Amit Kumar Kundu, Prof. Ankit Gupta 10Back Stage CommitteeProf Rinku Yadav, Dr. Shweta Rai (for all the events with the respective event coordinators and accordingly coordinate with stage committee. 11Back Stage Ambience CoordinatorsProf. Ravindra Choudhary, Prof. Pawan Gupta, Mr. Abhishek Sharma (IT Manager) (content to be displayed on the audio video (AV Display) For all the events to be conducted in KP Auditorium/ Dome. 12Final Day Dance &Makeup Supervision CoordinatorProf. Lucky Saxena, Prof. Varsha Choudhary 13Final Day DramaProf. Umesh Carpenter, Prof. Ankita Agrawal, Prof. Ashwinee Gadwal 14Food CommitteeDr. Amit Kumar Marwa & TeamAdministration: Mr Ashok Thatte, Mr. Ankur Patni. (Food Coupon distribution & refreshment/lunch arrangement of the invited guests/judges) 15SponsorshipYHC Team 16Posters , Banners and CertificatesDr. Anupama Tiwari, Dr. Chhaya Chouhan, Prof. Anita Agrawal, Prof. Deepshikha Dubey, Prof. Punita Andrew. 17Publicity on Social media and web site Dr. Namrata Tapasvi & Team 18News & Print Media CommitteeMr. Rajneesh Pingalkar, Mr. Sandeep Chouhadiya 19Unveiling of Ardor 2025YHC Team 20Outdoor Announcement SystemMr. Abhishek Sharma (IT Manager) & Team Events & Event In-chargesS. No.Name of the EventEvent In-charge1Valorant e-sports & Fun FareDr. Kamal Sethi & Team2Graffiti Painting, Creative CanvasProf. Rashmi Thakur, Prof. Poornima Shrivastava,Prof. Varsha Sahgal, Prof. Rubina Siddique3Fun GamesDr. Prashant Geete, Dr. Satish Talreja,4Intellect Ignite (Inter collegiate Debate)Prof. Divya Shrivastav, Prof. Sakshi Soni5Shabdon Ki Mehfil (Kavi Sammelan)Prof. Sumitra Joshi, Prof. Anita Verma6Rangmanch Roshni (Intercollegiate Nukkad)Prof. Ankita Agrawal, Prof. Ashwini Gadwal7 Battle of Bands & Final Day singing and band performanceDr. Bhaswati Ghosh, Prof. Abhinav Mishra, Prof. Rakesh Pundad, Prof. Anagha Chougaonkar8Melody Masters (Singing Competition)Dr. Bhaswati Ghosh, Prof. Abhinav Mishra, Prof. Rakesh Pundad, Prof. Anagha Chougaonkar9The Style Saga (Fashion Show )Dr. Asmita Rajawat, Prof. Ishika Khanchandani, Prof. Minakshi Halder10Geet Gata Chal (Antakshri)Dr. Shraddha Tiwari and team11Beats To FeatProf. Lucky Saxena, Prof. Varsha Choudhary,Prof. Trupti Rathod, Prof. Yamini Nimonkar12Reel/Vlog/Best Clicks CompetitionProf. Mohini Deshmukh, Prof. Jayati Nagar13Selfie Point Making CompetitionDr. Shilpa Bhalerao & Team14Kitchen MaestroDr. Pushpa Pathak, Dr. Sushma PatidarMain Day Coordinators:S. No.ThemesFaculty Coordinators1Theme 1Prof. Teena Joshi, Prof. Divya Agrawal2Theme 2Prof. Garima Joshi, Prof. Chanchal Bansal3Theme 3Prof. Mohini Deshmukh, Prof. Shalu Kushwah4Theme 4Prof. Sakshi Thora, Prof. Jayati Nagar5Theme 5Prof. Falguni Gorana, Dr. Chaya Chouhan6Theme 6Prof. Neha Nama, Prof. Harshita SharmaFashion Show Coordinators:S. No.ThemesFaculty Coordinators1Theme 1Prof. Arti Joshi, Prof. Rashi Choudhary2Theme 2Prof. Rishi Acharya, Prof. Jaya Mishra3Theme 3Prof. Shahida Khan, Prof. Sanjana Sharma4Theme 4Prof. Shruti Lashkari, Prof. Ashwini Gadwal5Theme 5Prof. Minakshi Haldar, Dr. Alpana Deshmukh6Theme 6Prof. Aditi Sharma, Prof. Divya Baraskar7Theme 7Prof. Ritu Shrivastav, Prof. Anuj Choubey8Theme 8Prof. Ishika Khanchandani, Prof. Priyanshi Mayria Note: The coordinators of various committees can form their own team comprising of maximum three student volunteers. The team is responsible to circulate the information related to their activities to each and every department of the college for promotion & participation.",2025-03-12 13:41:13
